item_id,actual_units,predicted_units,mae,mean_bias,max_absolute_error,volume_error_pct
FOODS_1_019,205,216.2427629459152,5.939074745694596,-0.4015272480683995,17.269021990445367,0.05484274607763507
FOODS_1_088,112,47.98607471817694,4.3355354835930475,2.286211617207966,75.76654987957697,-0.5715529043019917
FOODS_1_086,121,131.15208716765676,4.169713665481779,-0.3625745417020268,8.00935488974236,0.08390154684013851
FOODS_1_018,243,262.04671646724006,4.145152398895189,-0.6802398738300021,10.971456956190703,0.07838154924790149
FOODS_1_055,108,70.5958269272709,4.050754872437223,1.3358633240260394,25.24713627079458,-0.3463349358586027
FOODS_1_085,184,222.39903102098708,4.013458546731334,-1.3713939650352531,12.35183513984176,0.20869038598362544
FOODS_1_099,208,257.43451305122034,3.747711296821478,-1.7655183232578684,8.372435616608943,0.237665928130867
FOODS_1_043,220,190.7904932735759,3.666530474487744,1.0431966688008607,14.813470519641028,-0.13277048512010958
FOODS_1_046,199,234.79563070714437,3.64481602915592,-1.2784153823980133,8.822936076820922,0.1798775412419315
FOODS_1_200,207,247.52774428254776,3.0128366834898515,-1.4474194386624197,8.773221944408808,0.19578620426351573
FOODS_1_110,179,147.57836012195665,2.960091863161291,1.122201424215834,8.869133714870507,-0.17553988758683436
FOODS_1_113,91,81.43906454359866,2.8915308148783647,0.3414619805857623,9.403325084095789,-0.10506522479561911
FOODS_1_173,110,105.32420403007937,2.7446456885217665,0.16699271321145095,10.745086930157743,-0.04250723609018753
FOODS_1_082,221,247.4805841588498,2.60541693929525,-0.9457351485303499,8.549398271552358,0.11982164777760095
FOODS_1_139,101,116.40728517232608,2.5256824128613924,-0.5502601847259314,5.887537925538224,0.15254737794382262
FOODS_1_042,86,102.8318362551285,2.4512456189596206,-0.6011370091117316,5.23777511967594,0.19571902622242435
FOODS_1_170,84,70.65353408498638,2.4431676165723033,0.4766594969647725,5.4771874755238175,-0.15888649898825744
FOODS_1_067,95,80.2685480449048,2.4017443466019293,0.5261232841105429,13.799194490990423,-0.15506791531679154
FOODS_1_032,112,83.68252231279811,2.3892377432470395,1.0113384888286387,16.813281243741603,-0.2528346222071597
FOODS_1_137,53,56.425958608110605,2.202072980384382,-0.12235566457537873,11.623610954083514,0.06464072845491707
FOODS_1_185,68,44.804900935146,2.181576935795444,0.8283963951733571,19.621522526788223,-0.3411043980125588
FOODS_1_045,64,70.60083031619388,2.0810277621632918,-0.23574393986406728,5.208216133515357,0.10313797369052935
FOODS_1_154,66,77.21249247363913,2.078356744150978,-0.4004461597728262,6.591682270816603,0.1698862496005929
FOODS_1_004,95,94.70733460839749,1.9917173525109457,0.010452335414375225,5.4569004829782175,-0.003080688332658018
FOODS_1_153,67,75.99809911168948,1.9758890343838416,-0.32136068256033873,5.206530776735033,0.1342999867416341
FOODS_1_066,53,48.658644988097144,1.919163912381565,0.15504839328224487,7.9975821282208495,-0.08191235871514822
FOODS_1_012,78,72.67687100949351,1.8919235412294324,0.19011174966094588,4.964476640987499,-0.06824524346803192
FOODS_1_054,83,70.48506147815175,1.8742869974042624,0.4469620900660091,7.84003235292451,-0.150782391829497
FOODS_1_161,53,61.607378258106415,1.785199820626856,-0.3074063663609434,6.094713303048034,0.1624033633604984
FOODS_1_023,62,36.92538460781111,1.7704124796978635,0.8955219782924603,8.300396220459032,-0.40442928051917565
FOODS_1_040,45,59.18055737528597,1.7489115877949577,-0.5064484776887849,4.764537447407994,0.31512349722857713
FOODS_1_087,75,79.2527238653818,1.7448388852187822,-0.1518829951922067,4.768823745231488,0.05670298487175728
FOODS_1_091,55,36.98166361527871,1.7361408421540376,0.643512013740046,14.334301134078824,-0.3276061160858416
FOODS_1_069,42,37.28783996569353,1.722725595444121,0.16829142979665962,10.58257236412497,-0.11219428653110645
FOODS_1_052,45,56.35363921531054,1.7179215758444308,-0.40548711483251904,3.454035343273324,0.25230309367356746
FOODS_1_083,55,41.57196282187757,1.6295373255361976,0.47957275636151536,4.620888710990626,-0.24414613051131692
FOODS_1_180,45,36.543990082960356,1.6272227031413473,0.30200035417998705,10.623747090925583,-0.18791133148976988
FOODS_1_006,59,49.707069935667676,1.5941469061801867,0.3318903594404402,5.250372993093083,-0.1575072892259716
FOODS_1_138,43,28.507045880648867,1.5810291203714921,0.5176055042625404,8.036809171735099,-0.33704544463607283
FOODS_1_181,94,95.95150795194019,1.544462723562777,-0.06969671256929233,3.65563153475418,0.02076072289298071
FOODS_1_145,67,57.69130990829332,1.5419511236902514,0.33245321756095286,4.071972451752435,-0.13893567301054746
FOODS_1_162,82,92.59923484930867,1.5374199993149096,-0.37854410176102393,3.1936421836337385,0.12925896157693503
